current_weight,desired_weight,recommended_calories,diet_type,meals,what_to_eat
100.9,90.7,2388,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
89.0,95.9,3394,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.1,100.8,3299,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.9,86.6,2698,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.0,73.9,2022,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
119.3,106.4,2696,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
59.0,45.1,1330,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
51.3,50.4,993,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
104.2,97.6,2327,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
112.1,101.7,2647,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
99.9,111.0,3771,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
106.8,107.3,3852,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.5,109.3,2606,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
113.9,120.5,4236,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.7,67.2,1639,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
76.4,75.6,1810,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
46.8,42.0,1052,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
116.7,118.0,4357,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
71.5,80.6,2781,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
63.5,76.9,2390,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.4,76.6,1976,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
78.7,92.4,2921,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
84.3,70.3,1977,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
101.6,100.9,2265,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
92.6,83.7,2059,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
69.8,79.7,2748,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.8,51.2,1175,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
45.9,40.6,966,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
68.2,58.9,1424,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
74.4,73.6,1750,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
92.9,102.9,3537,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
54.7,41.5,1225,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
50.2,54.7,1882,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.8,68.3,2347,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.2,72.9,1960,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
106.8,105.6,2502,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
52.7,42.8,1020,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
99.1,111.4,3811,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
119.4,123.2,4554,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
82.0,78.5,1815,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
101.1,100.8,2319,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
83.1,83.6,3251,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.8,66.5,2324,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
111.5,111.7,4058,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.1,79.4,2696,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
110.8,116.2,4228,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.7,78.9,2065,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
114.2,126.0,4117,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.9,81.6,2202,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
47.5,52.8,2005,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.2,61.9,2071,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.6,110.4,3855,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.5,100.0,3517,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.4,88.5,2244,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
83.5,82.6,1798,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
78.3,92.7,2973,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.5,64.6,1529,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
103.2,112.9,4001,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.0,81.8,2099,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
52.2,47.9,1022,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
100.6,98.2,2238,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
93.1,81.0,2195,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
88.4,77.3,1965,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
71.6,76.8,2815,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.0,54.7,1243,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
86.2,72.3,1914,vegan,Intermittent fasting (2 meals),"Quinoa, chickpeas, spinach, almonds, soy milk"
72.0,72.9,2802,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.6,69.8,2254,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.7,87.0,3063,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.8,101.7,3703,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
92.6,104.2,3639,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.5,80.6,2069,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
107.5,114.8,4110,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
59.6,74.5,2242,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.9,41.1,1010,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
99.4,113.3,3815,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
66.6,68.3,2602,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.7,79.4,2770,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
62.3,57.4,1313,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
68.4,72.0,2516,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
46.6,47.8,1983,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.8,103.7,3754,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.8,110.0,2665,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
83.3,81.7,1878,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
76.4,62.8,1739,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
96.6,111.1,3647,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.1,87.2,2072,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
103.4,103.9,4017,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
114.8,116.2,4361,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.2,81.0,2140,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
68.3,63.9,1534,low carb,4 small meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.8,88.8,3055,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.9,85.6,2898,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.0,83.4,2231,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
76.5,79.4,2916,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.8,63.6,1734,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
84.2,89.1,3282,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
50.3,40.8,1033,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
93.9,98.6,3532,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
87.6,78.9,2047,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
96.6,108.0,3652,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
69.8,70.7,2784,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
105.6,113.8,3851,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.2,68.3,1678,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
92.8,101.4,3513,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
61.2,75.6,2358,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
64.6,53.6,1448,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
73.9,65.5,1594,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
51.7,39.5,1188,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
62.0,47.8,1358,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.4,55.1,2116,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
52.8,59.7,2184,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
88.9,76.9,2101,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
47.1,58.9,1939,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
99.2,100.1,3761,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.1,81.8,2495,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
61.3,62.4,2311,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
51.2,49.3,1009,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.8,81.9,2121,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
57.2,69.3,2109,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
46.9,37.2,926,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
46.9,59.4,1830,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
49.1,46.9,943,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.3,82.0,3107,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
47.5,47.5,1425,balanced,4 small meals,"Brown rice, mixed vegetables, lean meats, fruits, nuts"
89.6,103.9,3480,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.0,86.5,2353,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
88.8,90.4,3397,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
70.5,83.8,2586,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
56.2,50.1,1206,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
78.3,85.1,3100,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
73.6,79.7,2751,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
78.3,82.4,3083,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.2,55.7,1480,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
115.7,125.4,4185,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
86.4,71.6,1953,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
53.6,64.5,2055,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.6,106.1,3672,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
100.8,95.7,2417,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
55.6,62.5,2299,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.4,85.4,2929,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
80.1,66.2,1859,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
49.3,54.5,2066,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
97.2,85.6,2149,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
70.4,75.5,2817,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.5,80.3,2151,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
81.3,95.9,3028,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
80.7,78.4,1811,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
67.1,81.5,2635,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
95.1,105.3,3551,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
117.4,121.8,4476,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
53.1,42.5,1152,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
119.9,116.7,2753,keto,2 meals + 3 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
72.8,65.4,1552,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
107.8,120.6,3932,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.0,103.4,3395,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.9,79.6,2151,keto,3 meals,"Avocado, cheese, eggs, fatty fish, nuts"
45.2,51.9,1700,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
89.9,75.4,2065,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
92.9,97.9,3514,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
104.5,93.2,2364,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
74.5,60.0,1566,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
104.4,109.0,4054,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
93.4,100.2,3445,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
119.5,104.6,2718,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
86.8,86.4,2061,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
116.4,114.3,2751,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
76.5,61.7,1649,vegan,4 small meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
59.6,59.4,1375,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
81.4,75.1,1905,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
94.8,105.3,3516,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
72.0,58.4,1610,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
102.2,98.7,2434,low carb,3 meals + 2 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
112.0,121.4,4085,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
74.9,78.6,2926,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
75.6,62.4,1620,vegan,3 meals + 2 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
114.5,114.3,2598,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
67.6,71.0,2730,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.1,48.5,1334,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
50.7,59.2,1877,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
102.1,101.8,2325,low carb,3 meals,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
111.9,114.2,4207,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
91.1,91.7,3422,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
58.0,57.7,1285,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
72.1,75.5,2665,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
81.2,81.7,3027,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
119.1,128.8,4391,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
55.2,64.4,2115,high protein,Intermittent fasting (2 meals),"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
101.9,101.7,2256,keto,Intermittent fasting (2 meals),"Avocado, cheese, eggs, fatty fish, nuts"
80.5,78.6,1719,keto,4 small meals,"Avocado, cheese, eggs, fatty fish, nuts"
60.5,70.1,2514,high protein,2 meals + 3 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.3,78.2,2545,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
85.9,98.5,3162,high protein,3 meals + 2 snacks,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
60.7,53.4,1263,low carb,2 meals + 3 snacks,"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
97.7,98.9,3553,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
68.1,81.5,2753,high protein,3 meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
79.9,82.7,3073,high protein,4 small meals,"Grilled chicken, boiled eggs, Greek yogurt, lentils, tofu"
90.4,76.4,2079,vegan,3 meals,"Quinoa, chickpeas, spinach, almonds, soy milk"
75.2,60.8,1689,low carb,Intermittent fasting (2 meals),"Grilled fish, leafy greens, cauliflower rice, avocado, nuts"
80.1,78.7,1828,keto,3 meals + 2 snacks,"Avocado, cheese, eggs, fatty fish, nuts"
113.5,110.0,2623,vegan,2 meals + 3 snacks,"Quinoa, chickpeas, spinach, almonds, soy milk"
